order_id,order_date,ship_date,ship_mode,customer_id,location_id,shipping_cost,order_priority
MX-2011-151498,2011-11-11,2011-11-15,Standard Class,CD-11920,636,8.32,High
MX-2011-151687,2011-04-10,2011-08-10,Standard Class,VM-21835,470,32.28,High
MX-2011-151694,2011-10-15,2011-10-18,First Class,MJ-17740,434,80.62,High
MX-2011-151785,2011-12-28,2011-12-31,Second Class,DM-13345,2252,4.19,Medium
MX-2011-151862,2011-03-10,2011-07-10,Standard Class,RL-19615,1160,121.73,Medium
MX-2011-151876,2011-05-19,2011-05-24,Standard Class,MS-17365,1279,6.55,Medium
MX-2011-151897,2011-05-26,2011-05-28,Second Class,SG-20470,1938,8.7,High
MX-2011-151925,2011-11-21,2011-11-27,Standard Class,NP-18325,1027,2.63,Medium
MX-2011-152037,2011-09-13,2011-09-16,Second Class,ME-17320,2465,36.13999999999999,Medium
MX-2011-152093,2011-11-30,2011-05-12,Standard Class,AH-10690,1681,6.58,Medium
MX-2011-152128,2011-06-29,2011-02-07,First Class,RL-19615,1218,12.45,Medium
MX-2011-152212,2011-06-18,2011-06-22,Standard Class,CM-12445,214,18.87,High
MX-2011-152366,2011-06-10,2011-10-10,Standard Class,BD-11320,1096,8.38,Medium
MX-2011-152401,2011-12-10,2011-10-13,First Class,AT-10435,365,18.34,Critical
MX-2011-152534,2011-09-26,2011-09-30,Standard Class,DC-13285,2639,29.05,Medium
MX-2011-152562,2011-09-23,2011-09-27,Second Class,BP-11185,1836,150.44,High
MX-2011-152597,2011-05-27,2011-02-06,Standard Class,RC-19825,498,26.46,Medium
MX-2011-152674,2011-11-06,2011-06-17,Standard Class,CR-12820,137,30.78,Medium
MX-2011-152681,2011-08-03,2011-03-13,Standard Class,GT-14710,388,194.57,Medium
MX-2011-153024,2011-11-29,2011-04-12,Standard Class,JH-16180,214,48.2,High
MX-2011-153360,2011-11-07,2011-07-15,Standard Class,JD-15895,388,0.25,Medium
MX-2011-153710,2011-12-29,2011-12-31,Second Class,AZ-10750,236,220.47,Medium
MX-2011-153794,2011-08-29,2011-08-29,Same Day,RA-19915,2676,27.22,Medium
MX-2011-153871,2011-12-24,2011-12-31,Standard Class,AW-10840,592,6.56,Medium
MX-2011-153906,2011-11-18,2011-11-23,Standard Class,PW-19240,536,12.29,Medium
MX-2011-153969,2011-10-18,2011-10-23,Standard Class,KH-16690,236,56.39,Medium
MX-2011-154116,2011-05-30,2011-03-06,Second Class,PW-19240,553,20.73,Medium
MX-2011-154326,2011-04-29,2011-06-05,Standard Class,EH-13945,1421,24.689999999999998,Medium
MX-2011-154536,2011-08-29,2011-01-09,Second Class,HJ-14875,284,11.07,Medium
MX-2011-154564,2011-11-03,2011-03-17,Standard Class,SC-20770,3387,4.85,Medium
MX-2011-154620,2011-11-03,2011-03-16,Standard Class,KS-16300,137,26.32,Medium
MX-2011-154641,2011-10-14,2011-10-18,Standard Class,AB-10015,1521,8.92,High
MX-2011-154690,2011-11-26,2011-11-30,Standard Class,TZ-21445,388,0.76,Medium
MX-2011-154984,2011-05-19,2011-05-23,Standard Class,TB-21190,3504,2.69,High
MX-2011-154998,2011-09-09,2011-09-13,Standard Class,BD-11320,773,23.43,Medium
MX-2011-155075,2011-06-15,2011-06-17,Second Class,LT-16765,754,4.95,High
MX-2011-155159,2011-07-07,2011-10-07,First Class,LB-16735,214,22.54,Critical
MX-2011-155180,2011-10-19,2011-10-25,Standard Class,TW-21025,205,12.08,Medium
MX-2011-155257,2011-07-13,2011-07-15,First Class,JH-16180,1239,150.31,High
MX-2011-155271,2011-07-10,2011-10-10,Second Class,CL-12565,1681,118.01,High
MX-2011-155299,2011-12-23,2011-12-25,Second Class,BF-11275,639,216.88,Critical
MX-2011-155341,2011-10-31,2011-04-11,Standard Class,TH-21115,3193,14.09,Medium
MX-2011-155397,2011-05-16,2011-05-20,Standard Class,BW-11065,1389,59.58,High
MX-2011-155488,2011-10-21,2011-10-27,Standard Class,CC-12220,2624,4.42,Medium
MX-2011-155530,2011-05-27,2011-05-30,First Class,CC-12670,747,10.19,High
MX-2011-155572,2011-07-23,2011-07-26,Second Class,LH-16750,2741,13.1,Medium
MX-2011-155719,2011-06-12,2011-11-12,Standard Class,MS-17530,2191,12.4,Medium
MX-2011-155726,2011-11-28,2011-02-12,Standard Class,JM-15265,1495,20.19,High
MX-2011-155978,2011-07-06,2011-12-06,Standard Class,BD-11605,1421,3.92,Medium
MX-2011-155999,2011-05-28,2011-02-06,Standard Class,HP-14815,1348,97.06,High
MX-2011-156153,2011-07-11,2011-12-11,Standard Class,MY-17380,214,5.17,Medium
MX-2011-156230,2011-09-23,2011-09-28,Standard Class,MF-17665,434,6.94,Medium
MX-2011-156237,2011-06-30,2011-05-07,Standard Class,SK-19990,893,35.81,Medium
MX-2011-156342,2011-12-24,2011-12-28,Standard Class,KL-16645,754,4.86,Medium
MX-2011-156349,2011-03-29,2011-02-04,Standard Class,SV-20365,772,23.43,High
MX-2011-156468,2011-10-25,2011-10-29,Standard Class,RB-19330,623,0.21,High
MX-2011-156727,2011-10-17,2011-10-24,Standard Class,JO-15280,470,9.8,Low
MX-2011-156748,2011-02-28,2011-02-28,Same Day,SB-20185,1859,64.95,High
MX-2011-156755,2011-12-29,2012-05-01,Standard Class,LR-17035,763,93.36,Low
MX-2011-156895,2011-12-03,2011-12-03,Same Day,TZ-21445,1239,6.64,Medium
MX-2011-156986,2011-05-30,2011-02-06,Second Class,PF-19165,2381,38.4,Medium
MX-2011-157000,2011-11-08,2011-08-16,Second Class,KH-16360,1143,26.77,Medium
MX-2011-157049,2011-06-13,2011-06-13,Same Day,BD-11560,1613,159.32999999999998,Critical
MX-2011-157084,2011-10-21,2011-10-24,First Class,KD-16495,341,4.01,High
MX-2011-157203,2011-07-06,2011-11-06,Standard Class,KH-16360,1202,14.47,Medium
MX-2011-157210,2011-12-22,2011-12-22,Same Day,YC-21895,1614,14.18,Critical
MX-2011-157539,2011-04-11,2011-10-11,Standard Class,Dp-13240,820,1.49,Medium
MX-2011-157595,2011-07-27,2011-07-28,First Class,LP-17095,1013,265.24,High
MX-2011-157616,2011-10-27,2011-01-11,Standard Class,BG-11740,139,9.76,High
MX-2011-157679,2011-10-20,2011-10-24,Standard Class,BO-11350,388,2.98,Medium
MX-2011-157903,2011-08-18,2011-08-22,Second Class,HP-14815,639,16.85,High
MX-2011-158204,2011-09-28,2011-09-30,Second Class,DV-13465,257,541.05,High
MX-2011-158491,2011-12-11,2011-11-14,Second Class,TT-21070,31,112.71,Critical
MX-2011-158575,2011-02-03,2011-06-03,Standard Class,FH-14275,754,2.25,Medium
MX-2011-158680,2011-06-22,2011-06-27,Standard Class,DS-13180,3672,2.84,Medium
MX-2011-158771,2011-04-01,2011-11-01,Standard Class,BT-11305,1107,16.39,Medium
MX-2011-158792,2011-07-21,2011-07-24,First Class,TR-21325,994,279.25,Critical
MX-2011-158932,2011-10-20,2011-10-27,Standard Class,NG-18430,2234,38.62,Medium
MX-2011-159009,2011-06-15,2011-06-19,Standard Class,EJ-13720,1823,42.26,Medium
MX-2011-159037,2011-12-22,2011-12-26,Standard Class,MP-17965,122,1.49,High
MX-2011-159135,2011-08-08,2011-12-08,Standard Class,LD-16855,26,58.059999999999995,Medium
MX-2011-159212,2011-09-06,2011-06-14,Standard Class,SA-20830,639,15.629999999999999,High
MX-2011-159373,2011-04-01,2011-08-01,Standard Class,AW-10930,334,11.7,Medium
MX-2011-159688,2011-07-18,2011-07-22,Standard Class,DB-12910,1543,24.24,Medium
MX-2011-159772,2011-10-05,2011-05-15,Standard Class,EH-14005,388,9.850000000000001,Medium
MX-2011-159856,2011-09-12,2011-12-13,Standard Class,RP-19270,429,0.7,Medium
MX-2011-159961,2011-12-27,2012-03-01,Standard Class,JK-16090,586,130.15,Medium
MX-2011-160052,2011-03-10,2011-08-10,Standard Class,SM-20905,388,4.949999999999999,Medium
MX-2011-160108,2011-05-14,2011-05-19,Standard Class,SG-20080,388,83.61,Medium
MX-2011-160150,2011-01-27,2011-01-29,Second Class,NS-18505,634,31.22,Critical
MX-2011-160234,2011-03-01,2011-07-01,Standard Class,SV-20785,137,8.43,Medium
MX-2011-160346,2011-11-28,2011-04-12,Standard Class,SC-20380,137,11.39,Medium
MX-2011-160437,2011-08-25,2011-01-09,Standard Class,CS-11950,1721,6.28,Medium
MX-2011-160969,2011-09-23,2011-09-28,Standard Class,DA-13450,388,1.21,Medium
MX-2011-161039,2011-11-14,2011-11-17,Second Class,GP-14740,1140,44.41,Medium
MX-2011-161116,2011-10-18,2011-10-22,Standard Class,FA-14230,833,8.9,Medium
MX-2011-161151,2011-11-08,2011-08-15,Standard Class,KM-16720,1009,18.93,Medium
MX-2011-161480,2011-02-24,2011-02-24,Same Day,CS-11950,1787,92.15,Medium
MX-2011-161494,2011-03-11,2011-06-11,Second Class,EH-14005,1401,97.97,Critical
MX-2011-161508,2011-01-25,2011-01-29,Standard Class,BP-11095,2833,4.45,High
MX-2011-161550,2011-07-27,2011-07-30,Second Class,SS-20875,207,6.24,High
MX-2011-161662,2011-12-15,2011-12-19,Second Class,PF-19120,95,15.7,Medium
MX-2011-161669,2011-08-16,2011-08-19,First Class,DW-13585,3570,4.43,Medium
MX-2011-161746,2011-12-15,2011-12-19,Standard Class,TS-21085,1009,6.65,High
MX-2011-161823,2011-03-21,2011-03-22,First Class,RK-19300,1914,64.41,High
MX-2011-161907,2011-09-06,2011-06-14,Standard Class,HG-15025,2277,6.76,Medium
MX-2011-161963,2011-12-26,2011-12-28,Second Class,RP-19855,31,108.15,High
MX-2011-162488,2011-09-23,2011-09-23,Same Day,JP-16135,1700,64.56,Critical
MX-2011-162523,2011-06-28,2011-05-07,Standard Class,TT-21460,851,15.98,Medium
MX-2011-162572,2011-10-10,2011-10-14,Standard Class,KW-16570,529,5.67,Medium
MX-2011-162586,2011-12-29,2012-04-01,Standard Class,GM-14680,2624,0.5,Medium
MX-2011-162635,2011-08-11,2011-08-11,Same Day,OT-18730,31,21.19,Medium
MX-2011-162649,2011-12-15,2011-12-18,Second Class,CM-12190,1543,4.54,Medium
MX-2011-162670,2011-10-20,2011-10-25,Second Class,DV-13465,1009,56.72,Medium
MX-2011-162789,2011-12-31,2012-04-01,Standard Class,MF-18250,2833,22.220000000000002,Medium
MX-2011-162936,2011-01-25,2011-01-29,Second Class,SA-20830,365,1.76,Medium
MX-2011-162992,2011-11-17,2011-11-22,Standard Class,HE-14800,99,7.26,Medium
MX-2011-162999,2011-04-08,2011-08-08,Standard Class,CC-12220,747,2.59,High
MX-2011-163048,2011-09-28,2011-02-10,Standard Class,TC-21475,2203,50.3,High
MX-2011-163083,2011-05-07,2011-12-07,Standard Class,JD-16015,1009,36.46,Medium
MX-2011-163209,2011-09-11,2011-11-13,Standard Class,GK-14620,437,5.74,Medium
MX-2011-163300,2011-12-14,2011-12-14,Same Day,DK-12985,623,209.32,Critical
MX-2011-163342,2011-08-11,2011-12-11,Second Class,KW-16570,1544,10.08,Medium
MX-2011-163496,2011-08-24,2011-08-31,Standard Class,AH-10585,3486,6.13,Medium
MX-2011-163629,2011-05-18,2011-05-24,Standard Class,MA-17995,95,16.37,Low
MX-2011-163636,2011-02-17,2011-02-22,Standard Class,ED-13885,137,40.44,High
MX-2011-163706,2011-06-16,2011-06-17,First Class,VP-21760,673,7.34,Medium
MX-2011-163909,2011-11-18,2011-11-23,Second Class,AC-10660,2165,2.59,Medium
MX-2011-164322,2011-04-22,2011-04-28,Standard Class,SO-20335,221,5.43,Medium
MX-2011-164518,2011-10-14,2011-10-18,Standard Class,RE-19405,763,0.67,High
MX-2011-164539,2011-11-22,2011-11-29,Standard Class,EM-14140,1252,6.93,Low
MX-2011-164574,2011-04-07,2011-10-07,Standard Class,TB-21400,207,11.68,Medium
MX-2011-164875,2011-11-05,2011-05-14,First Class,BF-11275,1464,5.14,Medium
MX-2011-164917,2011-04-19,2011-04-19,Same Day,AB-10060,26,4.86,High
MX-2011-164973,2011-04-26,2011-04-28,First Class,CA-12310,1557,9.08,Medium
MX-2011-165043,2011-12-09,2011-09-18,Standard Class,JL-15175,2856,6.29,Medium
MX-2011-165106,2011-04-11,2011-07-11,Second Class,JL-15835,26,103.8,Medium
MX-2011-165162,2011-03-23,2011-03-29,Standard Class,EJ-14155,1023,26.1,Medium
MX-2011-165232,2011-12-24,2011-12-29,Standard Class,DE-13255,214,0.8,Medium
MX-2011-165337,2011-05-23,2011-05-28,Standard Class,SC-20020,225,8.22,Medium
MX-2011-165526,2011-01-22,2011-01-26,Standard Class,MP-17965,831,19.23,Medium
MX-2011-165673,2011-05-31,2011-05-06,Standard Class,PB-19210,365,20.290000000000003,High
MX-2011-165834,2011-02-08,2011-09-08,Standard Class,EM-13960,225,61.800000000000004,Medium
MX-2011-165932,2011-09-25,2011-09-29,Standard Class,EB-14170,1068,63.629999999999995,Medium
MX-2011-165967,2011-07-10,2011-07-10,Same Day,TB-21175,335,4.18,Medium
MX-2011-166016,2011-11-16,2011-11-20,Second Class,TS-21160,257,3.83,Medium
MX-2011-166107,2011-12-09,2011-09-18,Standard Class,JH-15820,1653,12.46,Medium
MX-2011-166282,2011-03-06,2011-04-06,First Class,DW-13585,2741,24.44,Critical
MX-2011-166317,2011-12-26,2011-12-30,Standard Class,BD-11725,31,14.219999999999999,High
MX-2011-166331,2011-06-24,2011-06-29,Second Class,MS-17530,1339,34.89,Medium
MX-2011-166338,2011-10-18,2011-10-25,Standard Class,SC-20305,536,2.14,Low
MX-2011-166562,2011-06-25,2011-06-30,Standard Class,PK-19075,1829,12.92,High
MX-2011-166576,2011-09-07,2011-07-14,Standard Class,DK-13150,214,6.67,High
MX-2011-166653,2011-12-14,2011-12-20,Standard Class,DB-13660,845,27.16,Medium
MX-2011-166737,2011-05-17,2011-05-21,Second Class,CC-12670,1009,5.18,High
MX-2011-166793,2011-12-29,2011-12-31,Second Class,NL-18310,470,19.7,Medium
MX-2011-166821,2011-11-14,2011-11-20,Standard Class,AH-10120,772,1.64,Medium
MX-2011-166961,2011-10-12,2011-12-15,Standard Class,IM-15070,1068,12.73,Medium
MX-2011-167066,2011-04-04,2011-04-04,Same Day,LP-17095,335,302.64,Critical
MX-2011-167143,2011-08-23,2011-08-27,Second Class,TB-21625,1288,18.81,Medium
MX-2011-167773,2011-01-04,2011-05-04,Standard Class,LS-17245,335,9.16,High
MX-2011-167920,2011-09-19,2011-09-19,Same Day,TS-21610,1804,32.21,High
MX-2011-167955,2011-03-06,2011-07-06,Standard Class,IM-15055,3635,3.43,Medium
MX-2011-168081,2011-12-29,2012-04-01,Standard Class,KH-16630,362,1.75,Medium
MX-2011-168165,2011-04-10,2011-09-10,Standard Class,AH-10465,26,4.19,Medium
MX-2011-168312,2011-08-25,2011-08-30,Standard Class,BS-11590,257,97.13,Medium
MX-2011-168319,2011-03-12,2011-05-12,Second Class,GM-14500,207,269.83,Critical
MX-2011-168599,2011-01-14,2011-01-15,First Class,TB-21055,623,26.23,High
MX-2011-168662,2011-10-13,2011-10-18,Second Class,KC-16255,1223,3.36,Medium
MX-2011-168669,2011-12-10,2011-10-17,Standard Class,MS-17770,31,32.9,High
MX-2011-168732,2011-12-28,2012-02-01,Standard Class,TG-21640,3253,11.04,High
MX-2011-168774,2011-07-06,2011-11-06,Standard Class,SC-20845,335,13.04,High
MX-2011-168893,2011-11-25,2011-11-26,First Class,RD-19930,846,193.03,Medium
MX-2011-168914,2011-11-25,2011-01-12,Standard Class,VG-21790,763,25.150000000000002,Low
MX-2011-168928,2011-05-28,2011-05-28,Same Day,SJ-20500,1756,0.93,Medium
MX-2011-169019,2011-11-11,2011-12-11,Same Day,RD-19930,1239,105.08,High
MX-2011-169201,2011-03-06,2011-07-06,Standard Class,TB-21280,335,15.26,High
MX-2011-169271,2011-02-11,2011-02-11,Same Day,SC-20020,3253,0.86,Medium
MX-2011-169397,2011-05-12,2011-09-12,Second Class,JS-15685,207,125.27,High
MX-2011-169467,2011-11-10,2011-10-18,Standard Class,AW-10840,341,24.96,Medium
MX-2011-169537,2011-10-25,2011-10-30,Standard Class,LC-16870,3450,6.92,Medium
MX-2011-169628,2011-11-12,2011-12-12,First Class,TP-21130,207,110.1,High
MX-2011-169656,2011-11-03,2011-03-16,Standard Class,RD-19930,1125,5.34,Medium
MX-2011-169873,2011-05-08,2011-08-08,Second Class,SF-20200,207,0.99,High
MX-2012-100027,2012-12-18,2012-12-20,Second Class,JK-15730,139,85.16,High
MX-2012-100034,2012-04-09,2012-07-09,Second Class,CD-12790,1185,8.54,Critical
MX-2012-100055,2012-07-26,2012-07-30,Standard Class,KM-16375,919,37.38,Medium
MX-2012-100209,2012-11-10,2012-10-18,Standard Class,TP-21565,31,8.54,Low
MX-2012-100258,2012-12-28,2012-12-31,First Class,KM-16375,207,1.98,Medium
MX-2012-100293,2012-11-17,2012-11-19,First Class,AS-10285,388,128.51999999999998,Critical
MX-2012-100321,2012-01-09,2012-05-09,Standard Class,HP-14815,615,6.4,High
MX-2012-100370,2012-08-24,2012-08-26,First Class,CR-12625,2732,27.69,Medium
MX-2012-100412,2012-03-01,2012-08-01,Standard Class,NM-18445,1192,19.15,High
MX-2012-100440,2012-07-05,2012-09-05,First Class,LH-17020,335,10.4,Critical
MX-2012-100461,2012-11-30,2012-07-12,Standard Class,MW-18220,1653,6.88,Medium
MX-2012-100503,2012-03-08,2012-05-08,First Class,LB-16735,941,31.58,High
MX-2012-100741,2012-01-08,2012-03-08,Second Class,MS-17830,2823,27.11,Critical
MX-2012-100888,2012-10-23,2012-10-29,Standard Class,KM-16720,31,61.38,Medium
MX-2012-100944,2012-11-20,2012-11-24,Second Class,MZ-17335,137,43.54,Medium
MX-2012-100958,2012-09-18,2012-09-22,Standard Class,ML-17395,391,2.23,High
MX-2012-100979,2012-03-11,2012-07-11,Standard Class,GH-14410,214,28.49,Medium
MX-2012-101000,2012-11-22,2012-11-28,Standard Class,DB-13360,388,20.65,Medium
MX-2012-101021,2012-07-06,2012-12-06,Standard Class,TS-21610,498,20.42,Medium
MX-2012-101035,2012-05-24,2012-05-26,Second Class,LD-16855,2228,15.370000000000001,Medium
MX-2012-101154,2012-01-10,2012-08-10,Standard Class,KW-16570,334,9.55,Medium
MX-2012-101231,2012-04-06,2012-11-06,Standard Class,CC-12475,323,96.71,Medium
MX-2012-101280,2012-06-06,2012-10-06,Standard Class,BP-11290,3398,7.96,High
MX-2012-101462,2012-10-29,2012-10-31,First Class,GP-14740,1304,51.96,Medium
MX-2012-101539,2012-11-28,2012-11-30,First Class,MG-17890,1580,8.43,High
MX-2012-101560,2012-09-10,2012-10-15,Standard Class,DP-13105,99,35.3,Medium
MX-2012-101616,2012-10-15,2012-10-19,Standard Class,PF-19120,1804,100.89,High
MX-2012-101637,2012-11-27,2012-01-12,Second Class,TA-21385,2674,27.31,High
MX-2012-101672,2012-11-04,2012-04-17,Standard Class,RD-19900,1252,19.12,Medium
MX-2012-101763,2012-04-29,2012-01-05,Second Class,HE-14800,2168,70.31,Critical
MX-2012-101791,2012-09-11,2012-11-14,Standard Class,SW-20275,374,46.99,Medium
MX-2012-101833,2012-07-03,2012-12-03,Standard Class,DS-13180,64,1.93,Medium
MX-2012-101854,2012-05-10,2012-09-10,Standard Class,BN-11515,334,187.54,Medium
MX-2012-102393,2012-06-19,2012-06-26,Standard Class,BM-11785,207,3.7,Medium
MX-2012-102428,2012-07-20,2012-07-25,Standard Class,DB-12910,31,5.92,Medium
MX-2012-102848,2012-09-26,2012-09-28,First Class,CR-12820,137,331.94,Medium
MX-2012-102890,2012-02-18,2012-02-20,First Class,SP-20620,391,39.0,High
MX-2012-102960,2012-06-16,2012-06-16,Same Day,MH-17290,355,13.13,High
MX-2012-103037,2012-11-09,2012-09-14,Second Class,JG-15310,362,28.58,Critical
MX-2012-103114,2012-07-05,2012-05-14,Standard Class,SR-20740,2741,7.45,Low
MX-2012-103261,2012-10-11,2012-11-14,Standard Class,JH-16180,388,20.25,High
MX-2012-103268,2012-07-18,2012-07-24,Standard Class,NF-18595,204,46.23,Medium
MX-2012-103618,2012-04-18,2012-04-21,Second Class,MO-17800,470,247.07,Medium
MX-2012-103891,2012-12-12,2012-12-17,Standard Class,JH-15985,1694,3.35,Medium
MX-2012-103947,2012-10-11,2012-11-16,Standard Class,SE-20110,3787,1.19,Medium
MX-2012-103954,2012-06-22,2012-06-26,Standard Class,CR-12730,214,150.08,High
MX-2012-104031,2012-03-10,2012-08-10,Second Class,EM-14095,1385,44.15,Medium
MX-2012-104066,2012-10-29,2012-02-11,Standard Class,DM-13345,1524,87.12,Medium
MX-2012-104269,2012-11-16,2012-11-20,Standard Class,TS-21085,257,52.800000000000004,Medium
MX-2012-104276,2012-04-20,2012-04-20,Same Day,MW-18220,914,1.8,High
MX-2012-104423,2012-05-10,2012-08-10,First Class,RB-19360,228,80.25999999999999,Critical
MX-2012-104458,2012-03-10,2012-08-10,Standard Class,BS-11380,95,35.38,Medium
MX-2012-104528,2012-12-18,2012-12-25,Standard Class,TH-21100,2825,1.74,Medium
MX-2012-104787,2012-04-12,2012-10-12,Standard Class,MD-17350,388,55.98,Medium
MX-2012-104871,2012-11-14,2012-11-17,First Class,CC-12220,2476,8.09,High
MX-2012-104913,2012-12-06,2012-06-14,First Class,TT-21460,754,7.46,Critical
MX-2012-105032,2012-01-18,2012-01-22,Standard Class,MC-17575,1279,45.03,High
MX-2012-105067,2012-08-08,2012-08-14,Standard Class,EJ-14155,1218,37.87,Medium
MX-2012-105172,2012-07-09,2012-12-09,Standard Class,GH-14485,623,4.46,High
MX-2012-105312,2012-09-18,2012-09-22,Standard Class,JD-16150,2974,18.06,Medium
MX-2012-105417,2012-07-12,2012-11-12,Standard Class,CK-12325,26,42.78,Medium
MX-2012-105424,2012-11-19,2012-11-24,Standard Class,TP-21415,1068,69.66,Medium
MX-2012-105452,2012-10-11,2012-11-13,First Class,SJ-20125,31,5.95,Medium
MX-2012-105487,2012-11-12,2012-12-15,Standard Class,TT-21070,574,2.34,High
MX-2012-105522,2012-12-19,2012-12-21,First Class,GT-14635,341,9.55,High
MX-2012-105648,2012-02-15,2012-02-17,First Class,MG-18145,1407,97.48,Critical
MX-2012-105655,2012-11-23,2012-11-25,First Class,GD-14590,198,1.56,Medium
MX-2012-105662,2012-11-26,2012-03-12,Standard Class,ZD-21925,1223,9.11,Low
MX-2012-105718,2012-09-25,2012-01-10,Standard Class,JG-15160,469,143.08,Medium
MX-2012-105879,2012-11-13,2012-11-13,Same Day,JL-15175,639,4.05,High
MX-2012-105900,2012-12-19,2012-12-21,First Class,ON-18715,228,362.52,High
MX-2012-105956,2012-04-21,2012-04-26,Standard Class,SP-20920,214,0.86,Medium
MX-2012-106047,2012-09-10,2012-11-10,Second Class,BS-11665,638,174.39,High
MX-2012-106082,2012-08-27,2012-08-28,First Class,DB-13060,355,50.55,High
MX-2012-106166,2012-09-28,2012-09-30,Second Class,AR-10540,1223,12.56,Medium
MX-2012-106229,2012-05-01,2012-10-01,Standard Class,TB-21280,257,23.5,Medium
MX-2012-106243,2012-06-22,2012-06-27,Standard Class,MC-17845,734,33.99,Medium
MX-2012-106446,2012-08-10,2012-10-10,Second Class,PS-18760,323,22.65,Critical
MX-2012-106544,2012-03-01,2012-06-01,Second Class,MC-17845,3589,4.09,Medium
MX-2012-106558,2012-08-15,2012-08-20,Standard Class,MC-17635,875,6.69,Medium
MX-2012-106740,2012-12-19,2012-12-25,Standard Class,BT-11485,437,28.04,Medium
MX-2012-106880,2012-06-22,2012-06-28,Standard Class,JL-15505,3651,3.76,Medium
MX-2012-106908,2012-09-29,2012-03-10,Second Class,DK-13150,26,208.49,Medium
MX-2012-107146,2012-07-31,2012-05-08,Second Class,SL-20155,763,44.53,Medium
MX-2012-107174,2012-06-28,2012-02-07,Standard Class,RD-19480,2632,3.99,Medium
MX-2012-107503,2012-07-03,2012-11-03,Second Class,AS-10225,3567,4.51,Medium
MX-2012-107601,2012-10-22,2012-10-26,Second Class,MC-18100,2191,20.580000000000002,Medium
MX-2012-107755,2012-10-30,2012-03-11,Standard Class,KH-16510,391,3.86,Medium
MX-2012-107811,2012-01-05,2012-03-05,First Class,DL-13315,1068,18.259999999999998,Medium
MX-2012-107909,2012-08-17,2012-08-19,Second Class,BF-11215,1557,58.28,Medium
MX-2012-107979,2012-03-10,2012-06-10,First Class,SE-20110,335,46.86,Medium
MX-2012-108028,2012-03-04,2012-09-04,Standard Class,AA-10375,355,1.13,Medium
MX-2012-108161,2012-10-09,2012-09-13,First Class,RD-19480,1288,5.8,Medium
MX-2012-108238,2012-12-19,2012-12-26,Standard Class,JR-16210,1798,113.53999999999999,Low
MX-2012-108378,2012-11-19,2012-11-20,First Class,SP-20620,1068,8.36,High
MX-2012-108735,2012-06-13,2012-06-20,Standard Class,GH-14410,2381,9.09,Medium
MX-2012-108924,2012-06-10,2012-10-10,Standard Class,TH-21100,26,2.09,Medium
MX-2012-109134,2012-09-07,2012-12-07,First Class,EA-14035,747,294.94,Medium
MX-2012-109337,2012-10-19,2012-10-25,Standard Class,YS-21880,207,86.46000000000001,Medium
MX-2012-109442,2012-12-06,2012-06-18,Standard Class,CS-11845,623,11.469999999999999,Medium
MX-2012-109463,2012-10-19,2012-10-23,Standard Class,JD-15895,95,1.48,Medium
MX-2012-109561,2012-03-09,2012-07-09,Standard Class,BE-11410,2408,36.81,High
MX-2012-109652,2012-12-20,2012-12-25,Second Class,CK-12325,2825,24.71,Medium
MX-2012-109729,2012-02-11,2012-06-11,Standard Class,JK-16120,1183,119.03,High
MX-2012-109827,2012-09-28,2012-01-10,Second Class,RA-19285,362,20.69,Critical
MX-2012-109834,2012-11-13,2012-11-17,Standard Class,EB-14170,335,30.04,Medium
MX-2012-109862,2012-12-26,2012-12-27,First Class,ML-18265,1027,27.45,High
MX-2012-109946,2012-08-15,2012-08-20,Standard Class,AS-10045,820,0.25,Medium
MX-2012-110128,2012-06-07,2012-12-07,Standard Class,SZ-20035,640,83.09,Medium
MX-2012-110219,2012-05-06,2012-08-06,First Class,VP-21730,722,187.4,High
MX-2012-110247,2012-07-23,2012-07-25,First Class,DB-13405,95,78.83,High
MX-2012-110352,2012-05-15,2012-05-19,Standard Class,JH-15985,623,3.1,Medium
MX-2012-110394,2012-06-06,2012-11-06,Standard Class,CC-12475,1667,69.63,Medium
MX-2012-110569,2012-04-13,2012-04-20,Standard Class,BB-10990,31,82.95,Low
MX-2012-110730,2012-02-10,2012-06-10,Second Class,CV-12295,772,19.7,High
MX-2012-110751,2012-12-24,2012-12-30,Standard Class,AT-10735,734,46.79,Medium
MX-2012-110821,2012-11-12,2012-12-13,Second Class,MV-18190,137,49.62,High
MX-2012-110954,2012-10-03,2012-03-15,Standard Class,NM-18445,207,25.86,Medium
MX-2012-111024,2012-12-17,2012-12-21,Standard Class,CK-12325,2266,77.28,Medium
MX-2012-111150,2012-03-11,2012-05-11,Second Class,TH-21235,31,38.28,High
MX-2012-111171,2012-02-14,2012-02-19,Second Class,AB-10015,137,16.25,High
MX-2012-111178,2012-04-05,2012-09-05,Standard Class,AG-10900,214,345.10999999999996,Medium
MX-2012-111206,2012-09-01,2012-01-16,Standard Class,SC-20050,391,1.7,Medium
MX-2012-111430,2012-12-19,2012-12-24,Standard Class,HA-14905,2254,93.36,Medium
MX-2012-111465,2012-10-07,2012-07-14,Standard Class,SA-20830,1322,74.78,Medium
MX-2012-111542,2012-10-18,2012-10-22,Standard Class,SS-20590,207,6.9,High
MX-2012-111759,2012-03-10,2012-09-10,Standard Class,RS-19420,388,27.74,Low
MX-2012-111836,2012-05-21,2012-05-23,First Class,GH-14485,1069,134.72,High
